"","3373-EN-1","3373-EN-10","3373-EN-11","3373-EN-2","3373-EN-3"
"ENSG00000067601",27,25,19,44,37
"ENSG00000106610",185,382,249,242,203
"ENSG00000228019",5,3,3,2,2
"ENSG00000273448",9,63,23,43,28
"ENSG00000235475",10,25,9,30,18
"ENSG00000233423",2,1,0,6,6
"ENSG00000234215",2,3,3,3,1
"ENSG00000158321",2448,1917,1159,2377,2690
"ENSG00000185274",330,396,179,227,319
"ENSG00000183166",2,11,5,1,3
"ENSG00000277149",39,80,32,63,54
"ENSG00000225648",304,376,212,421,390
"ENSG00000196313",1906,3272,2560,1633,2005
"ENSG00000272843",10,18,11,14,10
"ENSG00000106133",53,125,43,82,93
"ENSG00000155428",8,17,8,14,6
"ENSG00000174353",120,266,140,177,147
"ENSG00000229018",23,12,9,7,10
"ENSG00000174384",3,15,5,3,12
"ENSG00000233369",363,964,334,799,622
"ENSG00000233523",5,12,6,7,2
"ENSG00000182487",13,3,0,5,9
"ENSG00000214544",2,10,0,1,2
"ENSG00000205578",45,54,60,16,32
"ENSG00000130305",1390,1316,1200,1161,1204
"ENSG00000188763",10,16,20,9,10
"ENSG00000009954",5256,7807,4547,6281,6626
"ENSG00000106635",1160,1327,1047,1170,1028
"ENSG00000106638",1840,2003,1405,1561,1646
"ENSG00000009950",15,18,22,7,12
"ENSG00000176428",90,101,109,104,104
"ENSG00000176410",222,335,244,306,285
"ENSG00000071462",837,1243,998,717,890
"ENSG00000106089",153,158,174,110,139
"ENSG00000225969",4,5,4,7,5
"ENSG00000106077",914,665,558,777,826
"ENSG00000165215",129,875,963,48,154
"ENSG00000189143",10399,4232,5111,6535,6187
"ENSG00000165171",95,64,65,65,65
"ENSG00000049540",95,859,89,103,185
"ENSG00000106683",2921,2496,1888,2383,2518
"ENSG00000106682",12750,14494,8688,13507,12727
"ENSG00000207741",43,70,13,41,47
"ENSG00000086730",78,70,67,80,56
"ENSG00000049541",1500,2102,1649,1633,1600
"ENSG00000106665",1753,686,413,1197,1421
"ENSG00000006704",750,1270,1071,627,706
"ENSG00000273069",1,10,2,2,1
"ENSG00000263001",1575,1880,1457,1297,1461
"ENSG00000232729",6,27,13,17,5
"ENSG00000158517",15,4,2,10,7
"ENSG00000196275",51,218,81,77,60
"ENSG00000277072",398,543,359,393,412
"ENSG00000123965",9,7,6,4,4
"ENSG00000184616",13,37,23,17,5
"ENSG00000274070",207,382,337,142,209
"ENSG00000274523",2222,2769,2194,1872,2044
"ENSG00000174428",290,754,517,386,255
"ENSG00000165178",14,3,1,4,0
"ENSG00000277053",79,259,64,177,134
"ENSG00000276840",2,2,4,8,3
"ENSG00000146722",1,8,1,4,1
"ENSG00000178809",8,14,6,8,5
"ENSG00000223705",1043,1513,1042,881,968
"ENSG00000272391",2231,3915,2984,2172,2351
"ENSG00000170092",29,106,55,33,33
"ENSG00000127957",272,356,257,250,217
"ENSG00000127946",2552,3926,2527,2367,3118
"ENSG00000005486",1975,3497,2929,1755,1954
"ENSG00000127948",3592,2493,2362,2208,2518
"ENSG00000189077",843,633,712,625,671
"ENSG00000127952",1159,836,509,1081,1036
"ENSG00000280388",25,48,30,19,38
"ENSG00000146701",5184,4754,3886,4320,4479
"ENSG00000230882",19,16,17,17,13
"ENSG00000177679",113,51,42,89,75
"ENSG00000106211",5867,1658,915,4532,3675
"ENSG00000170027",6019,7649,4655,6161,6557
"ENSG00000146700",1056,874,579,1062,961
"ENSG00000188372",21,25,17,18,13
"ENSG00000091073",769,545,391,690,761
"ENSG00000243566",193,155,137,204,193
"ENSG00000185040",1,9,1,0,3
"ENSG00000205485",67,111,102,77,84
"ENSG00000146707",268,263,138,303,209
"ENSG00000214243",0,4,4,1,1
"ENSG00000265479",6,11,2,7,7
"ENSG00000242435",3,7,0,0,1
"ENSG00000205482",12,28,27,11,24
"ENSG00000214439",14,23,22,12,11
"ENSG00000213542",2,14,7,5,9
"ENSG00000135205",80,143,66,116,111
"ENSG00000250990",2,8,12,1,11
"ENSG00000186088",12,94,48,13,20
"ENSG00000127947",1883,3259,1213,2977,2765
"ENSG00000214293",155,285,156,150,152
"ENSG00000187257",577,1400,672,879,809
"ENSG00000135211",393,801,437,469,439
"ENSG00000006576",785,2441,1131,1360,1134
"ENSG00000187391",107,353,259,131,121
"ENSG00000234456",376,973,229,1012,383
"ENSG00000127955",505,670,224,785,573
"ENSG00000135218",1,14,3,5,2
"ENSG00000075223",825,13302,3517,1442,1337
"ENSG00000019991",2,6,4,1,3
"ENSG00000153956",136,187,52,285,277
"ENSG00000186472",370,599,208,378,392
"ENSG00000170381",6,100,107,12,29
"ENSG00000075213",308,8144,2823,439,479
"ENSG00000153993",20,18882,5091,54,134
"ENSG00000198822",0,16,12,0,5
"ENSG00000164659",393,1228,1076,564,653
"ENSG00000261462",0,6,7,1,2
"ENSG00000224046",41,30,18,41,40
"ENSG00000135164",2485,4782,2207,3596,3707
"ENSG00000135185",513,560,408,515,480
"ENSG00000200397",2,3,0,4,1
"ENSG00000182165",142,104,76,123,98
"ENSG00000005469",623,1256,417,919,699
"ENSG00000005471",113,2612,978,188,94
"ENSG00000085563",3,2351,614,6,7
"ENSG00000231956",0,14,2,0,0
"ENSG00000105784",6,133,52,6,9
"ENSG00000075303",298,964,316,620,457
"ENSG00000006634",484,1452,645,765,789
"ENSG00000008277",117,586,270,127,211
"ENSG00000075142",1287,2032,1262,1476,1406
"ENSG00000254003",0,6,3,1,8
"ENSG00000127954",1,10,1,1,0
"ENSG00000164647",13,31,20,10,16
"ENSG00000157214",28,210,114,31,58
"ENSG00000105792",9,203,77,38,39
"ENSG00000234459",0,22,0,0,1
"ENSG00000105793",233,514,222,459,400
"ENSG00000157224",861,2013,792,1298,1275
"ENSG00000058091",510,2353,841,921,929
"ENSG00000223969",3,16,10,3,8
"ENSG00000157240",734,1993,867,769,768
"ENSG00000127989",228,674,225,400,433
"ENSG00000127914",2496,8072,2914,3235,3897
"ENSG00000001630",434,152,168,187,266
"ENSG00000188693",6,9,7,5,11
"ENSG00000001631",882,1663,808,1267,1343
"ENSG00000243107",14,29,18,8,10
"ENSG00000200769",4,11,2,4,5
"ENSG00000221520",0,6,0,5,4
"ENSG00000001629",1942,2903,1208,2721,2311
"ENSG00000157259",908,2389,1344,1391,1307
"ENSG00000244055",10,6,5,9,4
"ENSG00000242950",271,245,17,178,30
"ENSG00000127980",725,1418,787,1009,1000
"ENSG00000127993",299,657,229,505,460
"ENSG00000234545",272,840,338,623,464
"ENSG00000105810",2658,7956,2715,4438,4434
"ENSG00000237819",18,21,10,27,23
"ENSG00000205413",2,3,0,2,3
"ENSG00000177409",0,3,0,3,5
"ENSG00000004766",426,668,291,546,535
"ENSG00000004948",15,4,1,23,22
"ENSG00000105825",168,1295,104,212,134
"ENSG00000127920",87,67,38,122,114
"ENSG00000278959",2,3,2,2,3
"ENSG00000105829",442,660,240,882,652
"ENSG00000236861",11,14,6,18,11
"ENSG00000164692",28821,31038,6017,29606,28613
"ENSG00000127995",684,2344,795,1358,1108
"ENSG00000127990",854,1281,632,1064,828
"ENSG00000242265",7581,23390,11934,8795,8832
"ENSG00000158528",112,2183,1143,165,259
"ENSG00000005421",0,12,4,0,1
"ENSG00000105852",41,34,14,52,40
"ENSG00000105854",2287,3558,1258,3501,3041
"ENSG00000233942",3,3,0,1,4
"ENSG00000005981",3,2,2,2,4
"ENSG00000004799",2,11,0,10,2
"ENSG00000158560",24,1689,817,21,72
"ENSG00000004864",1682,6056,2864,2046,2165
"ENSG00000127922",2950,3223,2007,2704,2649
"ENSG00000231764",33,801,329,48,69
"ENSG00000006377",49,407,286,52,77
"ENSG00000105880",153,2670,1639,184,387
"ENSG00000196636",168,335,186,271,250
"ENSG00000070669",1214,1244,582,985,1623
"ENSG00000226744",0,5,3,4,6
"ENSG00000232097",0,5,1,2,5
"ENSG00000238228",8,27,9,14,3
"ENSG00000183444",70,120,80,64,70
"ENSG00000243554",62,123,81,41,66
"ENSG00000164715",1210,3153,2198,1022,1353
"ENSG00000180535",8,15,11,3,1
"ENSG00000205356",1409,1512,1392,1061,1143
"ENSG00000164713",3261,2903,2117,3404,2894
"ENSG00000006453",1908,1152,744,1883,1667
"ENSG00000214389",145,369,119,418,262
"ENSG00000106236",86,73,54,95,86
"ENSG00000166448",25,102,11,31,48
"ENSG00000196367",6215,10717,6743,4940,6575
"ENSG00000238109",6,13,2,3,6
"ENSG00000242687",81,114,75,83,88
"ENSG00000198742",1935,3034,1794,2049,2126
"ENSG00000002079",9,21,12,8,15
"ENSG00000284523",3,12,10,4,5
"ENSG00000284292",0,9,2,4,4
"ENSG00000241685",408,512,201,819,693
"ENSG00000130429",78,53,38,80,77
"ENSG00000106244",5992,6067,4756,5045,5122
"ENSG00000106245",692,817,471,748,754
"ENSG00000106246",101,147,119,44,94
"ENSG00000248919",2,5,4,4,1
"ENSG00000160917",1850,2502,1798,1463,1525
"ENSG00000228335",9,17,9,6,3
"ENSG00000241468",1439,1394,1156,1129,1114
"ENSG00000198556",581,1165,602,630,708
"ENSG00000160908",660,856,549,654,706
"ENSG00000196652",874,952,593,1053,1093
"ENSG00000221909",262,407,213,418,358
"ENSG00000197343",1536,3386,1382,2397,2320
"ENSG00000244219",2,1,2,3,4
"ENSG00000197037",1935,2129,1327,1943,1731
"ENSG00000106258",26,105,69,46,25
"ENSG00000160870",10,13,12,6,2
"ENSG00000160868",6,14,7,3,2
"ENSG00000146833",569,582,399,644,488
"ENSG00000176402",2,7,1,0,3
"ENSG00000160862",1,5,5,0,1
"ENSG00000106261",2401,4469,2301,2776,2950
"ENSG00000166529",330,386,320,272,328
"ENSG00000166526",1657,3271,1894,1960,2122
"ENSG00000168090",3442,2686,2287,2808,2591
"ENSG00000166508",12559,19074,16675,10773,11897
"ENSG00000207547",79,171,90,56,83
"ENSG00000207757",13,26,5,5,1
"ENSG00000208036",12,22,13,4,7
"ENSG00000221838",523,729,609,474,520
"ENSG00000106290",1703,1617,1245,1165,1297
"ENSG00000242798",47,54,33,30,26
"ENSG00000166997",744,592,315,727,722
"ENSG00000214309",71,36,51,50,47
"ENSG00000188186",1652,1329,1218,1345,1210
"ENSG00000146826",820,761,616,664,635
"ENSG00000197093",87,120,75,73,66
"ENSG00000213420",198,743,538,152,272
"ENSG00000066923",252,566,372,263,283
"ENSG00000239521",763,1156,963,754,754
"ENSG00000213413",27,38,14,18,23
"ENSG00000214300",141,247,174,208,194
"ENSG00000078319",202,197,108,210,176
"ENSG00000242294",427,465,342,324,302
"ENSG00000272752",8,11,2,6,3
"ENSG00000121716",409,458,395,289,336
"ENSG00000085514",74,111,98,54,51
"ENSG00000078487",92,94,64,122,100
"ENSG00000146834",2382,2277,1982,1923,2084
"ENSG00000160813",459,303,319,360,324
"ENSG00000185955",8,3,3,4,6
"ENSG00000166925",2912,1722,1369,2501,2152
"ENSG00000166924",263,442,364,225,222
"ENSG00000106351",311,403,239,291,232
"ENSG00000184414",0,1,2,6,2
"ENSG00000274272",24,17,24,12,15
"ENSG00000077454",654,604,594,423,409
"ENSG00000106336",41,35,38,41,39
"ENSG00000224729",8,16,12,11,21
"ENSG00000106333",1390,1753,2049,1383,1367
"ENSG00000106330",788,538,434,809,728
"ENSG00000106327",18,5,23,8,14
"ENSG00000172354",10558,6180,4829,9572,8634
"ENSG00000146830",4710,7701,7070,4252,4466
"ENSG00000172336",1192,1363,1140,1026,1052
"ENSG00000196411",10710,9498,7449,8661,9237
"ENSG00000146828",4019,3691,2783,3236,3411
"ENSG00000236305",6,10,15,9,9
"ENSG00000087077",5231,5156,4181,4822,4407
"ENSG00000087087",6782,10648,8450,6126,7286
"ENSG00000176125",55,39,37,49,23
"ENSG00000087085",1112,569,326,820,669
"ENSG00000169894",79,206,132,44,63
"ENSG00000274993",3,2,5,0,0
"ENSG00000205277",45,5,4,26,19
"ENSG00000227053",1,0,0,6,3
"ENSG00000169871",1953,2174,1388,1897,1674
"ENSG00000106366",2150,233,57,1083,1329
"ENSG00000106367",3167,2849,2231,2841,2360
"ENSG00000264425",3,9,7,6,4
"ENSG00000128564",1238,507,394,587,859
"ENSG00000106397",4413,2420,2151,2919,2646
"ENSG00000106400",2351,2054,1507,2620,2178
"ENSG00000106404",406,553,792,326,238
"ENSG00000214253",2394,2058,2118,2092,1572
"ENSG00000232301",5,0,0,5,6
"ENSG00000232445",61,112,92,102,73
"ENSG00000128581",494,1250,757,577,574
"ENSG00000160963",1690,16430,9789,1374,2168
"ENSG00000233123",0,23,5,2,0
"ENSG00000257923",2548,5743,3192,2436,2614
"ENSG00000272219",1,7,2,4,4
"ENSG00000261535",5,11,2,0,0
"ENSG00000160999",438,188,172,316,341
"ENSG00000170409",8,16,8,11,6
"ENSG00000260097",66,104,55,58,72
"ENSG00000128563",1701,1768,1392,1669,1461
"ENSG00000239969",2,9,0,0,1
"ENSG00000239486",7,17,10,8,13
"ENSG00000239480",7,7,6,6,4
"ENSG00000160991",2086,3120,1740,1939,2117
"ENSG00000160993",510,487,488,473,457
"ENSG00000161036",1044,895,726,819,837
"ENSG00000005075",1232,980,821,1121,984
"ENSG00000168255",212,351,202,230,269
"ENSG00000205238",53,125,56,61,68
"ENSG00000105808",4,8,4,7,6
"ENSG00000173678",13,29,12,23,13
"ENSG00000228049",59,89,46,41,45
"ENSG00000233297",3,3,1,3,5
"ENSG00000222011",113,195,131,127,132
"ENSG00000213385",12,17,11,2,8
"ENSG00000161040",11,60,24,15,24
"ENSG00000128606",8,30,12,8,9
"ENSG00000170632",630,1171,640,803,750
"ENSG00000233025",7,35,15,9,13
"ENSG00000161048",142,454,239,279,258
"ENSG00000224415",5,3,1,3,1
"ENSG00000170629",5,22,2,13,15
"ENSG00000105819",1878,3291,1938,2282,2205
"ENSG00000105821",656,1426,787,757,803
"ENSG00000161057",2185,2528,1556,2184,2123
"ENSG00000235354",2,10,5,3,1
"ENSG00000170615",1,14,2,9,6
"ENSG00000189056",79,1958,1530,205,144
"ENSG00000164815",418,688,421,484,480
"ENSG00000197258",1141,2362,1140,2045,1722
"ENSG00000228393",36,124,21,56,42
"ENSG00000239569",101,119,83,80,69
"ENSG00000005483",1411,2796,1909,1605,1894
"ENSG00000272918",15,42,13,31,26
"ENSG00000135250",1066,1724,784,1446,1309
"ENSG00000244490",9,9,4,9,5
"ENSG00000091127",366,1194,723,467,583
"ENSG00000223886",6,10,6,14,13
"ENSG00000135249",457,833,341,599,589
"ENSG00000185055",8,10,6,14,10
"ENSG00000272604",11,51,14,35,22
"ENSG00000231167",304,292,213,261,305
"ENSG00000146776",271,482,279,267,342
"ENSG00000128536",45,13,8,54,66
"ENSG00000008282",1714,3868,1352,3091,2492
"ENSG00000242562",22,17,12,11,14
"ENSG00000105835",1235,1689,786,2101,1816
"ENSG00000253276",1176,1239,765,1166,1576
"ENSG00000005249",579,520,287,833,827
"ENSG00000105856",1039,1374,736,1122,1119
"ENSG00000272072",10,36,12,15,12
"ENSG00000164597",823,1445,592,964,1009
"ENSG00000105865",164,433,173,358,301
"ENSG00000075790",888,1585,508,1854,1454
"ENSG00000238832",1,4,1,5,3
"ENSG00000250474",19,5,3,19,12
"ENSG00000091137",6,26,10,14,11
"ENSG00000241764",46,55,20,48,35
"ENSG00000105879",527,1106,553,855,832
"ENSG00000091140",2333,3004,1483,3347,2700
"ENSG00000091136",30723,47022,21988,29132,29387
"ENSG00000273055",75,403,89,83,98
"ENSG00000091128",50,654,79,68,68
"ENSG00000091129",23,292,98,17,60
"ENSG00000135241",674,983,432,1078,934
"ENSG00000177683",245,705,212,561,494
"ENSG00000128590",465,1121,365,919,663
"ENSG00000226965",6,3,1,10,1
"ENSG00000184903",135,330,171,170,168
"ENSG00000173114",5,8,2,0,3
"ENSG00000128512",611,1437,627,821,577
"ENSG00000198839",395,643,254,576,506
"ENSG00000226851",0,3,9,1,4
"ENSG00000006652",942,1329,631,1376,1181
"ENSG00000181016",22,40,14,26,29
"ENSG00000146802",935,2199,870,1890,1354
"ENSG00000164603",357,629,220,744,457
"ENSG00000164604",129,37,11,190,147
"ENSG00000225457",4,0,0,2,9
"ENSG00000214194",1267,857,334,2519,1594
"ENSG00000128573",4,201,113,2,6
"ENSG00000135272",485,1107,381,832,564
"ENSG00000105967",0,12,2,1,0
"ENSG00000279086",1,3,0,3,11
"ENSG00000135269",3917,7123,2980,4823,4685
"ENSG00000243243",7,13,8,7,12
"ENSG00000105971",633,342,70,864,601
"ENSG00000105974",1595,1262,231,2089,1665
"ENSG00000105976",1381,10548,4324,1692,1384
"ENSG00000198898",924,2473,814,1836,1303
"ENSG00000227199",45,137,125,27,18
"ENSG00000004866",423,1650,973,362,377
"ENSG00000105989",73,1334,815,65,107
"ENSG00000001626",142,1396,474,315,535
"ENSG00000077063",2503,6814,3321,3587,3239
"ENSG00000128534",801,1957,814,1354,1222
"ENSG00000106013",2,18,8,6,10
"ENSG00000184408",14,597,349,3,10
"ENSG00000106025",546,651,293,851,530
"ENSG00000071243",199,870,336,327,294
"ENSG00000002745",0,33,10,1,3
"ENSG00000196937",1278,2351,664,2173,1839
"ENSG00000106278",16,830,347,19,22
"ENSG00000008311",1057,3231,1783,1125,1368
"ENSG00000128610",15,2,3,18,85
"ENSG00000230316",27,2,2,11,65
"ENSG00000081803",59,174,154,84,31
"ENSG00000164675",15,47,25,25,26
"ENSG00000128609",612,1602,544,1481,1086
"ENSG00000170807",80,20,21,85,53
"ENSG00000106299",1602,2739,1257,2579,2030
"ENSG00000272686",110,244,126,166,143
"ENSG00000106304",16,20,15,3,17
"ENSG00000234224",3,10,11,3,7
"ENSG00000279419",26,17,3,72,42
"ENSG00000170775",2590,1316,654,2479,2181
"ENSG00000128513",553,904,395,822,793
"ENSG00000224897",8,10,7,17,10
"ENSG00000179603",5,92,75,9,7
"ENSG00000236105",3,3,1,3,4
"ENSG00000048405",384,624,244,640,537
"ENSG00000279265",6,1,1,1,4
"ENSG00000224138",4,10,5,8,10
"ENSG00000280347",33,54,19,56,60
"ENSG00000179562",1624,1546,991,1445,1593
"ENSG00000004059",4713,3935,3597,4241,3959
"ENSG00000106328",7,4,2,11,5
"ENSG00000197157",14186,12660,8747,12456,12990
"ENSG00000279078",4,5,3,1,4
"ENSG00000128594",374,283,131,236,443
"ENSG00000174697",12,0,2,6,0
"ENSG00000106344",1705,2726,1818,1712,1826
"ENSG00000224940",6216,1368,1091,5171,3975
"ENSG00000106348",2265,1951,2077,1664,1607
"ENSG00000135245",579,844,669,627,653
"ENSG00000165055",604,991,546,688,673
"ENSG00000276988",7,19,10,6,4
"ENSG00000273270",331,622,376,379,407
"ENSG00000242588",43,56,39,17,32
"ENSG00000281896",7,18,7,3,14
"ENSG00000243302",304,585,375,194,315
"ENSG00000230715",216,398,306,172,245
"ENSG00000229413",56,36,30,20,18
"ENSG00000243679",281,477,362,217,262
"ENSG00000281490",705,1062,717,463,567
"ENSG00000271553",10,24,7,13,12
"ENSG00000205085",31,59,38,30,33
"ENSG00000271344",16,20,12,29,10
"ENSG00000135248",105,26,8,37,143
"ENSG00000128595",19387,20727,7132,25819,22416
"ENSG00000244218",21,33,18,19,24
"ENSG00000128617",69,172,49,81,85
"ENSG00000128596",813,422,321,512,789
"ENSG00000128591",48350,6525,2581,26218,30470
"ENSG00000242902",38,2,2,12,8
"ENSG00000135253",74,8,6,75,41
"ENSG00000128524",1193,878,730,1156,983
"ENSG00000272899",35,23,22,37,47
"ENSG00000128604",4,25,7,10,6
"ENSG00000275106",4,12,2,8,7
"ENSG00000064419",2842,3758,2345,2884,3418
"ENSG00000244556",5,6,3,6,6
"ENSG00000230359",52,82,38,55,71
"ENSG00000242162",3,2,4,3,3
"ENSG00000230626",600,465,368,500,423
"ENSG00000158457",125,1053,806,89,204
"ENSG00000128602",4308,8614,6892,3034,3360
"ENSG00000243230",15,79,41,14,27
"ENSG00000158467",527,791,377,541,573
"ENSG00000238072",67,129,44,143,96
"ENSG00000128578",235,178,77,275,235
"ENSG00000240204",44,62,17,19,30
"ENSG00000273329",145,410,290,117,140
"ENSG00000106459",566,874,711,552,602
"ENSG00000186591",6254,6521,2824,8036,6501
"ENSG00000091732",669,885,635,718,721
"ENSG00000128607",934,1600,878,1202,1193
"ENSG00000229196",2,1,0,5,2
"ENSG00000146842",414,827,464,569,591
"ENSG00000240571",4,7,0,6,4
"ENSG00000158516",0,1,3,4,6
"ENSG00000128510",206,29,7,97,70
"ENSG00000158525",13,6,1,13,8
"ENSG00000091704",16,33,51,18,15
"ENSG00000106477",536,676,398,558,569
"ENSG00000259920",4,9,9,4,5
"ENSG00000272701",15,21,15,17,10
"ENSG00000106484",12926,11893,6042,16493,11194
"ENSG00000270823",16,22,7,21,18
"ENSG00000158623",1518,1879,1249,1702,1598
"ENSG00000270953",24,32,18,19,34
"ENSG00000226045",0,5,3,2,3
"ENSG00000266265",2,7,1,3,1
"ENSG00000226380",1,9,2,3,4
"ENSG00000231721",7,19,26,9,17
"ENSG00000128585",929,1758,701,1384,1369
"ENSG00000236753",49,28,14,81,60
"ENSG00000273489",8,10,9,10,23
"ENSG00000128567",20430,40913,20904,15007,38874
"ENSG00000213261",112,236,85,249,164
"ENSG00000221866",431,319,272,413,203
"ENSG00000106554",1536,2355,1382,1805,1734
"ENSG00000283041",281,467,377,337,306
"ENSG00000237821",330,377,228,575,423
"ENSG00000131558",2924,3252,2041,3596,3688
"ENSG00000155530",27,64,31,18,28
"ENSG00000205060",1408,2858,1400,1812,1763
"ENSG00000273297",18,13,18,12,15
"ENSG00000085662",4665,2916,2151,4120,3806
"ENSG00000172331",489,620,265,630,712
"ENSG00000122786",26676,27469,7850,38110,39064
"ENSG00000146856",37,109,57,51,39
"ENSG00000122783",782,731,515,616,636
"ENSG00000146859",349,387,352,270,336
"ENSG00000272941",7,10,7,3,12
"ENSG00000105875",1009,530,391,872,1007
"ENSG00000080802",490,891,532,706,745
"ENSG00000155561",4102,9973,5790,4650,5257
"ENSG00000243317",1296,2312,978,2761,1899
"ENSG00000164707",177,60,45,128,101
"ENSG00000189320",3,4,1,2,2
"ENSG00000224746",6,10,3,15,6
"ENSG00000105887",3201,5864,2341,5445,4369
"ENSG00000181072",12,60,8,21,21
"ENSG00000105894",26904,8102,2892,48552,15478
"ENSG00000157680",10,18,3,8,8
"ENSG00000279483",122,110,93,90,86
"ENSG00000230383",238,409,171,489,371
"ENSG00000182158",7184,9131,4411,7344,7909
"ENSG00000122787",4,28,44,3,2
"ENSG00000122779",3865,8065,3508,5775,4895
"ENSG00000157703",205,139,160,248,266
"ENSG00000105929",101,158,90,131,71
"ENSG00000214128",3,9,5,2,0
"ENSG00000122778",4522,2914,1835,3902,3677
"ENSG00000199646",2,3,3,1,3
"ENSG00000146858",228,309,188,218,232
"ENSG00000105939",1351,1040,607,1498,1785
"ENSG00000229677",0,3,1,2,4
"ENSG00000105948",130,292,135,205,195
"ENSG00000239254",7,8,3,3,7
"ENSG00000228360",2,4,1,1,3
"ENSG00000157741",781,1580,806,1131,1089
"ENSG00000164898",20,27,17,29,22
"ENSG00000146963",880,1423,844,1115,931
"ENSG00000273391",34,23,29,25,25
"ENSG00000188883",184,119,146,107,186
"ENSG00000236279",2,5,7,0,2
"ENSG00000254270",3,2,10,3,1
"ENSG00000064393",1856,4483,2166,1774,1934
"ENSG00000059377",16,26,24,7,7
"ENSG00000059378",83,39,36,72,68
"ENSG00000006459",312,792,361,407,442
"ENSG00000260231",59,63,47,58,84
"ENSG00000157800",2064,3207,1831,2119,2206
"ENSG00000146955",9,38,38,10,14
"ENSG00000133606",3072,4007,2484,3357,3140
"ENSG00000146966",2614,588,405,2215,1820
"ENSG00000133597",1249,859,677,821,879
"ENSG00000090266",1005,576,463,820,743
"ENSG00000240889",9,9,4,8,5
"ENSG00000157764",498,1131,458,630,702
"ENSG00000090263",804,908,580,1012,856
"ENSG00000261115",332,589,301,373,382
"ENSG00000006530",451,764,366,551,623
"ENSG00000244701",14,29,13,19,27
"ENSG00000257093",852,2134,997,1076,1260
"ENSG00000270157",44,76,25,49,55
"ENSG00000228775",37,52,19,75,47
"ENSG00000214102",4,6,0,4,1
"ENSG00000106028",1384,2664,1164,1520,1408
"ENSG00000127362",6,7,4,0,4
"ENSG00000127364",17,28,24,19,31
"ENSG00000270923",10,12,4,10,11
"ENSG00000127366",14,42,28,30,43
"ENSG00000257335",9,9,2,15,7
"ENSG00000257743",3,1,1,1,4
"ENSG00000230099",2,2,3,2,6
"ENSG00000275896",1,1,0,2,15
"ENSG00000211751",59,5,1,50,67
"ENSG00000211764",17,0,0,14,16
"ENSG00000211765",10,0,0,11,17
"ENSG00000211766",14,5,1,7,9
"ENSG00000211767",30,4,2,9,23
"ENSG00000211770",8,2,1,9,14
"ENSG00000211771",26,3,0,12,21
"ENSG00000211772",1997,227,73,1834,2065
"ENSG00000237254",7,6,2,7,6
"ENSG00000106123",6231,4515,2588,5253,7095
"ENSG00000165125",510,3095,2175,527,604
"ENSG00000127412",0,9,5,0,1
"ENSG00000197993",22,44,63,22,13
"ENSG00000197448",4547,2477,2001,4854,4990
"ENSG00000178826",52,100,45,48,70
"ENSG00000106144",2478,3227,1909,2480,2899
"ENSG00000239419",21,68,38,36,34
"ENSG00000240322",12,31,9,18,9
"ENSG00000188037",9,15,27,13,19
"ENSG00000159784",94,1129,825,99,96
"ENSG00000272619",0,10,7,0,1
"ENSG00000232533",392,239,91,427,351
"ENSG00000159840",7672,6593,3529,7311,8248
"ENSG00000146904",4646,2765,2447,3690,3546
"ENSG00000229153",17,4,1,9,6
"ENSG00000271079",13,79,11,64,40
"ENSG00000223459",245,263,198,179,243
"ENSG00000170379",94,52,38,137,106
"ENSG00000253882",5,5,3,7,5
"ENSG00000159860",4,2,0,4,1
"ENSG00000198420",1738,2977,1398,2625,2357
"ENSG00000273234",2,1,2,3,3
"ENSG00000225932",31,47,18,44,24
"ENSG00000213214",273,399,174,522,291
"ENSG00000244198",40,66,17,58,64
"ENSG00000212807",2,2,1,4,5
"ENSG00000170356",7,10,9,13,2
"ENSG00000244479",137,169,79,265,178
"ENSG00000243896",55,87,30,115,73
"ENSG00000244693",8,17,3,38,23
"ENSG00000204959",385,361,174,429,387
"ENSG00000228960",3,4,1,9,1
"ENSG00000050327",1549,1392,779,1580,1552
"ENSG00000196511",26,39,24,60,44
"ENSG00000174469",10332,429,301,13566,12137
"ENSG00000283504",10,1,0,1,5
"ENSG00000273314",133,106,58,152,124
"ENSG00000055130",3966,3810,2111,4606,5204
"ENSG00000106462",1862,3238,1830,2341,2343
"ENSG00000251712",2,6,1,0,1
"ENSG00000281189",35,25,21,49,26
"ENSG00000155660",24558,16466,10257,20732,19947
"ENSG00000197362",683,781,595,700,648
"ENSG00000204947",409,424,386,468,399
"ENSG00000240877",8,18,11,10,13
"ENSG00000197024",657,782,507,680,671
"ENSG00000239719",7,14,7,16,9
"ENSG00000170265",2564,2449,2159,2061,2306
"ENSG00000170260",720,1102,749,713,745
"ENSG00000204946",810,935,681,764,835
"ENSG00000271664",8,14,6,14,9
"ENSG00000244560",83,86,68,51,51
"ENSG00000196453",1339,1557,1352,1129,1161
"ENSG00000181220",1241,1390,1187,1064,1201
"ENSG00000133624",679,1165,856,642,808
"ENSG00000133619",1094,1087,895,908,810
"ENSG00000181444",212,411,515,154,164
"ENSG00000197558",62,149,174,40,58
"ENSG00000106479",581,594,374,559,492
"ENSG00000280149",7,12,8,22,16
"ENSG00000273419",2,8,3,2,3
"ENSG00000204934",67,142,154,77,72
"ENSG00000171130",575,1837,1467,505,612
"ENSG00000279536",1,5,4,2,1
"ENSG00000276538",3,6,2,5,2
"ENSG00000106526",18,39,15,18,22
"ENSG00000127399",690,588,555,642,525
"ENSG00000188707",229,356,209,239,242
